,Number_of_Pitches,Number_of_Pitch_Classes,Range,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"I:\Music Analytics\SwingLow.mid",16.0, 7.0, 33.0, 2.0, 60.45, 4.607, 5.0, 4.0, 8.402, 5.0
