0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-40.2385,-0.453516,-0.245158,-1.21521,0.416109,0.506372,0.471546,-0.388663,0.55249,0.958576,-0.455148,-0.122391,0.190671,0.107277,0.502919,0.0112595,-0.394121,-0.0543625,0.107766,-0.533986
-20.8653,1.70563,0.224325,0.130102,0.378949,-0.231236,-0.200287,0.176382,0.212279,0.0250845,0.112253,0.0949509,-0.106398,-0.22444,0.15973,0.121359,0.382029,0.118101,-0.0732211,0.0665378
-18.8165,1.60132,-0.0480785,0.319836,0.109593,-0.0346768,-3.79247e-05,0.0813647,0.199651,0.253526,0.196304,0.00825061,-0.00172039,-0.0884812,-0.0328438,0.127364,0.190535,-0.0581954,0.239095,0.285809
-18.1319,2.04851,0.507722,0.236794,0.214031,0.0452845,0.0554864,-0.0856831,0.00765983,0.31957,0.145436,0.11608,0.150865,0.199843,-0.0944039,-0.0422001,0.409141,0.15775,0.140636,0.019708
-17.7097,1.62208,0.375975,0.31885,0.216883,0.0881383,0.341815,0.0305582,-0.491319,0.157671,0.158699,-0.157791,0.173299,0.284145,-0.193733,-0.217482,0.224136,-0.0823867,0.109213,0.279767
-17.5631,1.82165,0.388504,0.188893,-0.203554,-0.173611,0.472252,0.326301,-0.0319195,0.546301,0.437615,0.187312,0.149515,0.262649,-0.144915,-0.370238,0.12269,-0.0608736,-0.0299334,0.281795
-16.6324,1.95603,0.161758,0.403416,0.189201,-0.204477,0.518783,0.595034,-0.157741,0.234994,0.416339,0.195503,0.240542,0.0470175,-0.0922137,-0.171507,-0.138267,-0.079855,-0.0119592,0.0129082
-15.054,2.24772,0.46655,0.365046,0.117878,-0.273895,-0.0570122,0.213129,-0.112794,0.373275,0.454011,0.320278,0.191965,0.289939,0.0595421,-0.417244,-0.0449164,0.304669,0.151048,0.0803791
-13.9989,1.99472,0.609882,-0.0382533,-0.0472003,-0.337474,0.170257,0.480434,-0.0227717,0.432772,0.0129246,0.142162,0.523723,0.0642024,-0.013874,-0.310338,-0.146355,-0.0240443,0.0943123,0.206825
-13.9926,1.62991,0.343415,-0.077275,-0.0512896,-0.386014,0.179616,0.268592,-0.102407,0.661574,0.216173,0.356079,0.281219,0.124373,0.072159,-0.137413,-0.137928,0.0961903,0.200072,0.297302
