-28.3668,2.78125,0.667471,0.586874,0.203955,-0.0747917,-0.0200814,0.458137,0.132331,-0.0447541,0.206299,0.138649,-0.237755,0.209601,-0.120421,0.166392,0.276931,-0.353438,0.0959278,-0.0850423
-21.6301,4.28007,1.22032,0.345596,0.852978,0.268657,0.0984463,0.0795935,0.240278,-0.188664,0.121088,0.427243,-0.0333769,0.0525949,-0.192461,-0.530337,-0.350583,-0.326544,-0.207553,-0.23386
-17.5782,4.85236,1.1076,0.399487,0.720657,1.00564,0.295122,-0.0918399,-0.20246,0.227529,-0.0683026,0.259604,0.05562,0.164943,-0.0874731,-0.292738,-0.218965,0.0325398,-0.0292719,-0.0895384
-16.2968,5.11874,0.971425,0.298122,0.50737,1.1106,0.565903,-0.0740779,-0.129817,0.23988,-0.469996,-0.0468289,0.166215,-0.304521,0.16704,-0.126303,0.0121844,0.0101065,-0.303446,-0.238744
-16.2523,5.20425,0.904528,0.211131,0.676815,1.2483,0.610916,-0.0346389,-0.00310473,0.302716,-0.130238,0.134405,0.107081,-0.308394,0.217754,-0.413908,-0.103058,-0.0670871,-0.491047,-0.279338
-16.4463,5.51917,1.28573,0.351654,0.819252,1.17102,0.510771,-0.0355123,0.156386,0.219841,-0.184252,0.240731,0.0900836,-0.320545,-0.00674103,-0.21344,0.101026,0.0600056,-0.473726,-0.38459
-16.617,5.63228,1.09764,0.357498,0.812964,1.13885,0.438471,0.0362691,0.0439323,0.237672,-0.130352,0.177383,0.218968,-0.33242,-0.122046,-0.0602526,-0.0503474,-0.0537199,-0.431824,-0.423064
-16.8544,5.40703,1.12941,0.353221,0.94433,1.03384,0.509669,0.213952,0.0320476,0.240141,-0.00814547,0.114636,0.0464683,-0.0995404,-0.244632,-0.0577145,0.207933,-0.0259316,-0.564824,-0.219816
-17.0959,5.63897,1.43338,0.245726,0.857837,1.17687,0.916863,0.0980981,0.0912308,0.248324,-0.174849,0.155862,0.0467407,-0.252626,-0.287618,-0.0488268,0.105763,-0.0256441,-0.437092,-0.292851
-17.2011,5.57383,1.33642,0.500381,1.10344,1.1981,0.653724,0.204632,0.0983376,0.253559,-0.023964,-0.165803,-0.331017,-0.35274,-0.319467,0.228892,0.141754,0.0451474,-0.269072,-0.332997
