0.00060351,0.000491541,0.000428288,0.000518818,0.000602753,0.000607118,0.000547078,0.000482694,0.000396303,0.000278608,0.000167817,0.000139078
0.0038848,0.00292292,0.00170938,0.00232761,0.00246108,0.00276836,0.0027342,0.00236718,0.00242417,0.00243996,0.00204972,0.00178665
0.00483382,0.00694169,0.00790844,0.00465436,0.00296299,0.0021857,0.0029321,0.00373199,0.00487904,0.00555748,0.00184867,0.00156785
0.00579783,0.0104168,0.0130228,0.0055631,0.00218646,0.00285001,0.0029212,0.00158278,0.00341012,0.00458336,0.00231647,0.00251663
0.00361704,0.0129741,0.0147674,0.00501127,0.00111984,0.00141303,0.00195235,0.00147339,0.00338703,0.00454204,0.0032114,0.00304478
0.0042956,0.0119523,0.0155531,0.00505413,0.00159912,0.0020116,0.001595,0.00147336,0.00529801,0.00650717,0.00360022,0.00400898
0.00536653,0.0142418,0.0161865,0.00487941,0.00177142,0.00240576,0.00216368,0.00109966,0.00432397,0.00658883,0.00354931,0.00282213
0.0026058,0.0137866,0.0172402,0.00544944,0.00146181,0.00237197,0.00191218,0.0011894,0.00350201,0.00605535,0.0029261,0.00148042
0.00270243,0.0144795,0.0180575,0.00581168,0.00146767,0.00195506,0.00155162,0.000851967,0.00436246,0.00736683,0.0036892,0.00171029
0.00264379,0.0135237,0.0176117,0.0058207,0.00114841,0.00196338,0.00165899,0.000983511,0.004691,0.00727081,0.00403147,0.00262485
0.00310436,0.012999,0.01683,0.00587611,0.00122925,0.00193576,0.0016269,0.000730486,0.00469248,0.00767472,0.00402216,0.0024054
0.00468097,0.0120149,0.0159999,0.00509887,0.00194613,0.00216762,0.00147785,0.00155419,0.00363682,0.00642653,0.00427767,0.00250025
0.003881,0.0168557,0.022985,0.00897048,0.00162876,0.00287111,0.00368149,0.00199354,0.00407272,0.00723125,0.0033242,0.00198326
0.00243605,0.0175643,0.0241575,0.00854667,0.0018581,0.00327553,0.00347683,0.00212381,0.00308795,0.00489061,0.00355308,0.002089
0.00291948,0.0175873,0.0236944,0.00775815,0.00134423,0.00283729,0.00326779,0.00162261,0.00363019,0.00559048,0.00300039,0.0019057
0.0032498,0.0165188,0.0238892,0.00811323,0.00192457,0.00192001,0.00351001,0.00126988,0.00377336,0.00625781,0.00262091,0.00131919
0.00540966,0.0148212,0.0218569,0.0112208,0.00493135,0.0051701,0.00643401,0.00472018,0.00669461,0.00932902,0.00506516,0.00267401
0.00649188,0.0108071,0.0141945,0.0112594,0.00728507,0.00569462,0.00838131,0.00819576,0.00868395,0.0103164,0.00548707,0.00503128
0.00837353,0.016949,0.0241777,0.0149464,0.00417297,0.00365052,0.00593654,0.00411304,0.00455596,0.00837293,0.00496959,0.00560018
