-25.4655,2.40311,-0.404199,0.529936,-0.140892,0.526228,0.439775,-0.0656268,0.13866,-0.11391,0.242104,0.0188027,-0.0870411,0.0237729,-0.0473142,0.203061,0.0463084,0.0357358,0.123708,0.0584464
-31.0149,1.22236,0.565718,-0.263777,-0.255771,0.0781877,-0.226386,-0.515734,0.117914,0.452287,0.194078,0.0347087,-0.217219,-0.181328,0.215949,0.0408634,-0.171753,0.431448,-0.0456858,-0.0241466
-34.6105,0.432231,3.55063,1.21614,-0.906312,-0.372741,-0.808425,-1.10242,0.779891,1.3789,-0.113578,-0.942191,-0.37584,0.656465,0.791967,-0.583232,-0.667587,1.0367,0.446993,0.202956
-34.6142,0.435929,3.55151,1.21538,-0.906736,-0.371847,-0.808218,-1.10119,0.784846,1.3869,-0.107382,-0.940224,-0.377857,0.655032,0.790599,-0.58533,-0.669168,1.03124,0.432329,0.19471
-34.6108,0.435208,3.5557,1.22095,-0.90645,-0.377279,-0.814376,-1.10559,0.7831,1.38801,-0.104493,-0.94178,-0.384894,0.647689,0.78779,-0.58045,-0.667,1.02456,0.424272,0.186162
-34.6058,0.433163,3.5548,1.21981,-0.908723,-0.379536,-0.813041,-1.10494,0.777467,1.37731,-0.112744,-0.944646,-0.382513,0.649934,0.788474,-0.580781,-0.668276,1.02849,0.438825,0.193624
-34.6091,0.431255,3.55113,1.21644,-0.908067,-0.37584,-0.80977,-1.10331,0.777404,1.37557,-0.115671,-0.944014,-0.377026,0.655751,0.791798,-0.582263,-0.668051,1.03604,0.449494,0.202687
-34.612,0.434355,3.5504,1.21502,-0.906266,-0.371062,-0.8072,-1.1012,0.782409,1.38249,-0.110835,-0.940611,-0.375837,0.656248,0.791175,-0.584779,-0.668202,1.03516,0.440964,0.200005
-34.6136,0.43659,3.55304,1.21686,-0.90681,-0.373585,-0.81078,-1.10327,0.784812,1.38941,-0.10402,-0.939903,-0.38132,0.651237,0.78895,-0.583143,-0.66761,1.02751,0.42462,0.187931
-34.6071,0.434077,3.55597,1.22172,-0.907085,-0.379208,-0.814942,-1.10626,0.780002,1.38316,-0.107712,-0.943352,-0.38543,0.646747,0.787464,-0.579296,-0.6668,1.02506,0.429479,0.188071
-34.6072,0.432071,3.5526,1.21712,-0.909818,-0.378652,-0.810824,-1.10362,0.776091,1.37395,-0.115885,-0.944856,-0.379086,0.653639,0.790014,-0.582143,-0.668688,1.03358,0.447133,0.19878
-34.6105,0.432231,3.55063,1.21614,-0.906312,-0.372741,-0.808425,-1.10242,0.779891,1.3789,-0.113578,-0.942191,-0.37584,0.656465,0.791967,-0.583232,-0.667587,1.0367,0.446993,0.202956
-34.6142,0.435929,3.55151,1.21538,-0.906736,-0.371847,-0.808218,-1.10119,0.784846,1.3869,-0.107382,-0.940224,-0.377857,0.655032,0.790599,-0.58533,-0.669168,1.03124,0.432329,0.19471
-34.6108,0.435208,3.5557,1.22095,-0.90645,-0.377279,-0.814376,-1.10559,0.7831,1.38801,-0.104493,-0.94178,-0.384894,0.647689,0.78779,-0.58045,-0.667,1.02456,0.424272,0.186162
-34.6058,0.433163,3.5548,1.21981,-0.908723,-0.379536,-0.813041,-1.10494,0.777467,1.37731,-0.112744,-0.944646,-0.382513,0.649934,0.788474,-0.580781,-0.668276,1.02849,0.438825,0.193624
-34.6091,0.431255,3.55113,1.21644,-0.908067,-0.37584,-0.80977,-1.10331,0.777404,1.37557,-0.115671,-0.944014,-0.377026,0.655751,0.791798,-0.582263,-0.668051,1.03604,0.449494,0.202687
-34.612,0.434355,3.5504,1.21502,-0.906266,-0.371062,-0.8072,-1.1012,0.782409,1.38249,-0.110835,-0.940611,-0.375837,0.656248,0.791175,-0.584779,-0.668202,1.03516,0.440964,0.200005
-34.6136,0.43659,3.55304,1.21686,-0.90681,-0.373585,-0.81078,-1.10327,0.784812,1.38941,-0.10402,-0.939903,-0.38132,0.651237,0.78895,-0.583143,-0.66761,1.02751,0.42462,0.187931
-34.6071,0.434077,3.55597,1.22172,-0.907085,-0.379208,-0.814942,-1.10626,0.780002,1.38316,-0.107712,-0.943352,-0.38543,0.646747,0.787464,-0.579296,-0.6668,1.02506,0.429479,0.188071
-34.6072,0.432071,3.5526,1.21712,-0.909818,-0.378652,-0.810824,-1.10362,0.776091,1.37395,-0.115885,-0.944856,-0.379086,0.653639,0.790014,-0.582143,-0.668688,1.03358,0.447133,0.19878
-34.6105,0.432231,3.55063,1.21614,-0.906312,-0.372741,-0.808425,-1.10242,0.779891,1.3789,-0.113578,-0.942191,-0.37584,0.656465,0.791967,-0.583232,-0.667587,1.0367,0.446993,0.202956
